MSE,PSNR,SSIM,k,image,dataset,extraction_ok
0.4992637634277344,51.14750314769686,0.9993110690127541,1,texture_0001.pgm,Текстурные изображения,False
1.991943359375,45.13803375706242,0.9972694544467476,2,texture_0001.pgm,Текстурные изображения,False
7.994873046875,39.10268789030735,0.9893184712673838,3,texture_0001.pgm,Текстурные изображения,False
