MSE,PSNR,SSIM,k,image,dataset,extraction_ok
0.45171356201171875,51.582172310804054,0.9782830211523248,1,med_0001.pgm,Медицинские (комбинированные),False
1.802215576171875,45.57273621981717,0.919228886530208,2,med_0001.pgm,Медицинские (комбинированные),False
7.18603515625,39.56591023294572,0.7514061000198856,3,med_0001.pgm,Медицинские (комбинированные),False
