MSE,PSNR,SSIM,k,image,dataset,extraction_ok
0.5238494873046875,50.93873837668052,0.9971636107768853,1,1.pgm,BOSSbase (естественные),False
2.09912109375,44.91042868054697,0.9888246500388432,2,1.pgm,BOSSbase (естественные),False
8.39593505859375,38.89011290152814,0.957454577039821,3,1.pgm,BOSSbase (естественные),False
